video_id,text,community_label
KuQbV-OecY8,More EXPOSED Voter Fraud Evidence in Michigan!!!,1
sT50ZlDZkmE,VP Biden Message For CLW 50TH,0
Hid1H2gkVfI,ALABAMA VOTER FRAUD,0
u4GX_qJRxsc,Trump: Ce n’est pas fini; Powell: Trump peut recourir au Décret contre l’ingérence étrangère,0
sXvF17-Jkg0,Local garbage collector finds ballots in the trash,0
cJ8Z9789ig8,Joe Biden being “Dumb as a Rock” (2 min Compilation),2
KPnvtkNwc50,"GOP Chairman: ""OUR HANDCOUNT REVEALED 2,700 UNCOUNTED BALL0TS""",1
MD60tPEeM2E,STOP THE STEAL = ELECTION 2020 (Episode 2),0
e8MaavFi6y8,Pima Co Election Wars Testimony of Mickey Duniho 11 01 12,2
PKadxVr0fUk,Why Trump Electors Casted Provisional Votes in PA  - Jordan Sekulow on Newsmax,2
mCg3KUtkypo,"""Security Problems in India's Electronic Voting System"" (CRCS Lunch Seminar)",2
YUMjpHDsbvI,"Trump supporters to host ""Million MAGA March"" in Washington, D.C.",2
SLA78NwNlJE,Federal Election Commision Chair confirms that voter fraud is a thing,2
fjogR8PtXu0,Election Fraud In America (USA),0
vnMISSi22mM,"Biden 2007: You can manipulate the machines, manipulate the records.",0
zcLe6j0DXmM,Voter Fraud caught again,2
lS3tDaXGt64,"Fox News tells anchors not to call Biden 'President-elect,' then seems to change its tune",2
SYIn8dpIThg,"Republican Electors BLOCKED From Courthouse; The REAL Reason Barr ""Resigned""? | Facts Matter",2
THxGT3gAEFQ,LQQK! Steve Bannon Interviews Rudy Guiliani about Voter Fraud Issues,2
m4SdRSiGqAQ,"Election Fraud Updates, New Covid Restrictions by the Conservative Twins",1
dCxYmU67nqk,How the Media is Covering Voter Fraud Allegations | HasanAbi reacts to Joe Rogan and Dave Smith,0
PUif106VC-o,Hitler phones Biden,2
Fob4fR4vZSc,Trump Accuses Fox News of 'Tampering with the Election',2
6RmEsPE7iq0,"Mike Pompeo About CIA : We lied, We cheated, We stole",0
LGUQCVxPwKk,Rodney Dangerfield in Caddyshack while we're young,0
QixZ4Nx_tUc,A GERMAN VIEW: Trump warriors - Highly determined and heavily armed militias in the US,2
qjwkYdctb1U,"""YOU CHEAT"" President Trump SLAMS Joe Biden And Democrats Over Election Security",2
sibS6LrExVQ,Christina Bobb: Trump won. Patriots rise up in support,2
dl18OgVDnbs,Maine Senate Candidate Lisa Savage ADMITS Hiding Position On Mandatory Gun Buy Backs From Voters,0
3FmmvUxecXQ,USA: Trump supporters stage car protest against 'stolen votes' in California,2
8j4ljcrh7SU,Stop The Steal Rally -  Truckers going to DC,1
sRjCaWnrsts,Biden's Cabinet Of WAR!,1
qndSROuzfSM,Would DEMOCRATS cheat to DEFEAT DONALD TRUMP in #Election2020 ? #VoterFraud #WatermarkedBallots 🧐,2
0TR00zBFYoY,DOMINION-ization of 2020 ELECTION RESULTS: Stop the Steal DENIERS - Evidence of Voter Irregularities,2
spNexLqgda0,Who Really Rigged the Election? | Ep. 1136,2
mz-H1bTTIgc,Election 🗳 Fraud voting date,0
GoOajR5bSF0,MAYDAY: Democrats Aim to TEAR DOWN the Castle Doctrine | Slightly Offens*ve,0
ZpClw9aeQOQ,LIVE: Colorado Legislative Audit Committee Hearing on Election Issues,0
O_PC_fy0fk0,God Bless the U.S.A. (Donald J. Trump),0
WABvzzAXhPU,New York Times Columnist Urges Democrats To Move To Georgia,2
uuoRRDtdHbY,Trump: 'I love getting even with people',2
waxCp3tfvWY,Democrat DESTROYING Trump votes,0
QVEs9yvg_Vo,Will Trump's executive powers solve the issue? America's 4 Major Crises | Wide Angle with Brendon,2
ydpIwdhnucQ,"Pastor Dana Coverstone THE DATA DREAM - Oct 20, 2020 | The Biden Family",0
PrWphqGyXqk,Interview with Joe Hoft of Gateway Pundit Alleging Election Fraud,0
4Rnb0j-bNmM,Can Trump steal the election?,0
_CUnYiKLlKw,LIVE: Trump Campaign Officials Discuss Legal Fight to Stop Vote Count in Pennsylvania,1
AYzs7cPX3LE,Democrat DNC SOFTWARE HACK Voter Fraud Proof Tyranny Treason forced into Civil War Mobilize Patriots,1
6aifPUI-HYo,TGP Speaks With Sen. Patrick Colbeck: TCF computers were connected to Internet During Vote Counting,2
jXKntiuZi8w,Trump campaign to discuss Pennsylvania litigation | USA TODAY,0
uGDevmapwP4,CREEPY RACIST LIAR JOE BIDEN -SJW TRIGGERED,2
5Zbi3LlWf5k,Poll Workers ILLEGALLY Changing Ballots | #VoterFraud Elections 2020,0
dSzgEWpl1Cw,Evidence: Joe Biden CAUGHT Mail Fraud & Voter Suppression! President Donald Trump US Election 2020,0
0CCytu-9vzU,Nigel Farage RANTS About British 2nd Lockdown & Voter Fraud In U.S Elections 2020,0
v9M9fX2P6SM,THE ELECTION IS NOT OVER: Kayleigh McEnany SHOCKING UPDATES at Press Conference with the RNC,2
iXirGi610dM,"Sidney Powell: ""Democrats Used Dominion to Cheat Bernie Sanders in 2016""",2
Y8LnfqKOiNM,Democrat Voters REGRET Voting For Biden As They Realize He Will CRUSH The Economy With Bad Policy...,0
cVvpjvauEKQ,Verified deceased voters in Michigan Voter Fraud,2
YAQYQ8LHZ9s,Fox News Hannity admits democrat voter fraud Biden and trumped election,0
D9czKl_fnb4,Adrian Norman: US Elections Challenged by Known Gaps in the Electoral System,2
GedoVcT2aIo,Bidens Gonna lose to 45 Music Video,2
q2fDsam9-Pw,"Voted for Trump? You’re in Trouble… | AOC and ""The List""",2
PRqcz8Ko-74,Independent Fact Checkers and Election Fraud,2
1XI8xNyH5sQ,"Olbermann vs. Trump #24 - Relax! Trump's ""Re-counts"" Are Just Another MONEY SCAM!",0
7FZLfUVn1O8,"McConnell, Schumer speak on Senate floor after election",2
zASEIagcXX4,Geraldo Rivera: 'US press is overwhelmingly anti Trump and anti Republican Party',2
0rlr46Lxaos,"132,000 cases of possible VOTER FRAUD in Georgia (Election 2020)",2
G_YgXEfH6BY,Will Smith's Dad Voted Twice!,1
BLFpgxuMVVY,Trump Receives Push Back On Election Fraud Claims From DHS,0
uOeWF0ZTi3s,Trump's Best Words: Coronavirus Briefing Edition | The Daily Show,0
wMrc6HU3xC4,Election Fraud Proof. Women clearly caught marking ballots for Biden,2
Q7Zd2cEdKAY,'We aren't alleging anyone is stealing the election': Trump attorney says AZ lawsuit not about fraud,0
3J9fuiotR8A,SOMETHING DOESN'T ADD UP! Tucker Carlson & Judicial Watch Election Bombshells! Investigations?!,0
g3vI74Eu9T0,Video of Woman Filling Out Ballots - Get Detail about this Matter!,2
7K0yFnhAT-U,Trump wins Pennsylvania court case over voter ID deadline,0
DlTKx8KoL_Y,NEVADA POLL WORKER SEES VOTER FRAUD   As MORE evidence pours in daily!,0
6Iho1V--8G4,You know you're right-Nirvana (with lyrics),2
DHEshqAOhX8,CANDACE OWENS SAYS THE DEMOCRATS PLANS TO CHEAT THE ELECTION,2
YgkmEwBTeOI,Hawley reacts to tech execs donating to Biden while blocking Hunter story,2
7tmsO-QNLz0,"7 states' electors cast dueling votes, is there a precedent?; NYC diners want relief | NTD Business",2
olbP5M36RUA,AG Bill Barr RESIGNS as Arizona Poised to DECERTIFY Election!!!,2
18OOGf8D7Cw,Revealing Election Overseer's Anti-Trump Tweets & New COVID Curfews | DIRECT MESSAGE | Rubin Report,2
qZvSV-Dm9Ww,Trump Proves It’s Far From Over,1
jb7XGMEey9Y,Rand Paul rips apart Joe Biden's divisive speech,0
coGfNiM0SjE,Mr. Trump Song,0
-0kX28FigGo,Is Hunter Biden A NATIONAL SECURITY Concern? | Rep Jim Jordan | Huckabee,1
8hjhIMGI57Q,Trump Exhibits Authoritarian Behavior After Election Loss | The Mehdi Hasan Show,0
CSUt_3iO-KI,"RNC Chairwoman, Kayleigh McEnany on next steps for Trump campaign",2
6SiwZnclZh4,VOTER FRAUD Compilation: All Election Theft Caught On Tape in One Place,0
vyK5oXdjKG8,More proof!!! DEMOCRATS Caught cheating ! #RiggedElection,2
Fk3LzrjDOfc,Pallets Full of Ballots....,2
-C0kQfON2l0,340 TV News Reports about Voter Fraud in US Elections,2
u7LVLlcZNrc,Mail in voter fraud 2020 election,2
jlfHFVYHW_c,"Election Fraud, Art of War, and the Healthy Masculine - David Whitehead | TCM #46 (Part 1)",1
L5p8avFoUWo,"Chicago voter to Obama: ""Don't touch my girlfriend""",0
JvsD-BONK_g,Trump campaigns in Georgia while pushing voter fraud claims,0
GfCUt8ExLSE,"Federal Election Commission calls this a ""illegitimate election""",2
z_MeKYiTT5I,Does voter fraud exist? Reflections on the 2020 U.S. Presidential Election,2
305-erOr3jk,Donald J. Trump: The Long Road to the White House (1980 - 2017),2
fjbUeBf2Cuo,D-Rep. Cynthia A. Johnson SLAMMED with THOR'S HAMMER and SMASHED by WITNESS! Michigan Voter Hearing!,2
pq-_B5z3QIA,"Sidney Powell, Lin Wood attend 'Stop the Steal' rally in Georgia (Dec. 2)",2
r7S1-OCHqd8,US 2020 ELECTION - PART 2: Is Benford's law reliable to analyse votes?,0
BtbU2sGYGSQ,A Nevada poll worker gives his account of what happened when he tried to monitor the vote,2
TvGPbaaR75o,"President Trump's ""Most Important Speech""",0
30m6CBzKpBg,Illuminate Plans Secret Video 1967 Leaked   Exposed Illuminate Elite Recording,2
ffH1LHSLAGc,Two-Pronged Approach to Potential Trump Victory the Media is Ignoring,2
tzg5a0lWpGk,DOJ leads voter fraud probes; US: New rules on Chinese diplomats; CDC: virus vaccine possible by Oct,0
O824dcVyNwo,Republicans Won The US Election | 2020 Election,2
mtXUnJgPlOI,Van Jones Cries On CNN As Mainstream Media Projects Joe Biden As 2020 Presidential Election Winner,2
xnV0PVBOrGc,United States Election 2020 - Digital Fraud Found! DOJ now involved! (Click Link in Description),2
o-iduXTQp00,Democrat Photograph,2
GNy0d8gGqtc,Nancy Pelosi OFFICIALLY OUT As House Speaker?! Reps GO AFTER Nancy BIG TIME After Losses!!,1
vBVNsPlcqxE,Charlie Kirk Is In The Election Fight & Has Updates From Each State,0
MdzxxDmUXcA,'No question' Facebook and Twitter campaigned to 'get rid' of Trump,2
C_V7MX4ywZc,"Trump STUNS, Says This Is One of the “Most Important Speeches I’ve Ever Given”",2
QBTKbr3eW74,"YouTube is BLACKMAILING Me For Talking About the Election, The Online PURGE Has Begun",0
EAvjk9OuRk8,Jay Valentine | The Man That Actually Built EBay’s Fraud Protection Engine Exposes Voter Fraud,2
2e2qU3GF_NY,NO Votes Went for TRUMP! Says New Star Witness,0
_BqdEa2Ekxg,Mail In Ballots Thrown Away or Missing,0
-5g0ICCRb_4,Trump Repeats Baseless Voter Fraud Claims After Barr Says No Evidence | NBC Nightly News,0
4R6q0NbjC7M,BREAKING: Video Proof of Votes Switching From Trump to Biden on LIVE Television! (Dominion Glitch),2
nNDX-Bl9DUM,Highlights of the Michigan Senate Oversight Committee Election Fraud Hearings,2
ZZUWPXgMGyQ,Michigan Hearing | Watch how Jenna Ellis Fired back at democrats at her Closing statement,0
fpV52HeKLHU,Episode 1179 Scott Adams: Election System Claims and Accusations. Are Any Credible?,2
OeHmnYJyelI,William Barr says no evidence of widespread voter fraud in 2020 election,0
mtPfzBNIGYo,Trump's Statement Today & Our Call To Action,0
kdfAXp2rnjM,BREAKING: DNI John Ratcliffe WARNS that Iran and Russia are seeking to influence election,2
4wIxpK2DkLQ,Linn Wood Tells Georgia Rally Joe Biden Will Never Be President,2
mz7OHTFAPM4,Trump Schools CNN Reporter in 1990 - Then Drops the Mic - Literally,2
X7qLOj57K4Q,Trump says will not 'change my mind' on election fraud claims,0
JXbl1Snpi4o,'A Sanctuary City': Philadelphia Mayor Dances to Celebrate Court Win Against Trump,2
_8mduTEvnU0,Ever get the feeling you've been cheated?,0
zdXsfLaDMqc,REP. JORDAN: Biden is connected to this,0
Umsx_sBBtyg,"Frauds in the Korea 2020 Parliamentary Election, 2020 Korean legislative election is Rigged!",2
valqcIj8e34,Nadler's reprimand brings GOP lawmaker back to mic,0
Wp5ew5WOM2E,"Us 2020, Trump team set to file new lawsuits over balloting, America decide 2020",0
ynchhdyKLSc,"CNN 11-3-2020 PA Flipped 19,958 Votes Caught Live. I personally recorded.",0
QNukOAHS0Lo,"Election Challenges Head to Court, Exclusive Updates From Washington DC",0
ak26jpSH5sY,Joe Biden admitting he put together the most extensive VOTER FRAUD scheme in History,2
gqy43dzQJAc,President Donald Trump speaks at inaugural voter fraud commission meeting,0
Lk1uBMZOaXc,Stephen Rents The 'Trump Pee Pee Tape' Hotel Room For A Night,1
n-U-uC8tuj4,Michigan hero Linda Lee Tarver blasts election fraud in Detroit,0
brM1x8ojaao,"Trump ""voter fraud"" commission seeking voter data from all states",0
qF9l05tSesc,Every Legal Vote and Election Fraud 2020 Election with Glenn Beck and Kevin Freeman,2
2wSQBIU6wuo,US Rep  Doug Collins to lead recount team as voter fraud allegations continue,0
uwOcN7E2d2w,"John Fredericks: Deplorables to GOP - ""We Have the Power, Not You!""",2
DhaYE4-mzf0,Dr Corsi NEWS 12-01-20: How Trump Wins,2
4mjY2th5vXg,Japanese School Election マテイの生徒会選挙スキャンダル事件,0
efJJPlht4v4,Frequent Voter - Willie P. Richardson,2
oVohUDwSaQI,"OAN: Dominion Voting Systems Deleted 2.7 Mil Trump Votes, Switched 435,000 Votes from Trump to Biden",1
HTj5aB09Grk,Weird Donald Trump Fan Art,0
FC1FSvPTCNM,Trump supporters gather for 'Stop the Steal' rally at Utah State Capitol,2
D-nR_hmS6V0,How the U.S. Supreme Court Decided the Presidential Election of 2000 | History,1
QArRfMp_P-0,More #voterfraud in Philly,0
gxrrTQZ2gbY,From 1996: Vote Scam  (Hidden history),2
yRVhPbzMSGU,BREAKING: Wisconsin Prepared For RECOUNT: 2020 Election Results COULD CHANGE,2
5hzQmFVbBig,Trumps Election Trap - 12/16/2020,2
XphyfDOwR10,"Even During a Chaotic Election, Trump Just Fulfilled One of His Biggest Promises to the Country",2
IjEms1Ylyrk,"Trump Electors and ""Stop The Steal"" Coalition Holds Press Conference on Capitol Hill  (12/15/2020)",0
n6f4ADhpUUc,"Election FRAUD in Arizona, SHARPIES invalidating VOTES?",0
dIb2IKIKsAE,Black Lives Matter co-founder demands meeting with Biden,2
fCBh5nCLSWI,Election fraud caught on video,0
CO8Nr_MP3rs,11/12/2020 BOMBSHELL OF BOMBSHELL! TRUMP ANNOUNCE EMERGENCY TO CONFRONT CCP THREAT.,2
_qQKpYP4CJ0,Trump Can Win with Richard Hopkins USPS Whistleblower Testimony Before Senate Judiciary Committee,2
LKhvNXxf1A4,Right-wing Georgia Lt. Gov. undercuts Trump's bogus 'voter fraud' claims in his state,0
P9L2Aw8zwb8,Voter Fraud In Georgia With Will Cata,0
mwrDpd-8pmE,Cyber election fraud.,0
f_Onr1AwFQ0,"Project Veritas Epic Fail Proves NO Ballot Fraud In Erie, PA",0
hTXZN97F1Tw,Part 3 ACORN Voter Fraud 2008 Presidental Election by Anita MonCrief,2
uJ-j1GtDuhY,Rep. Nunes on Mike Garcia's special election win in CA-25 & Obama officials unmasking Lt. Gen. Flynn,0
Xd72fYWY3I8,Part 2 ACORN Voter Fraud 2008 Presidental Election by Anita MonCrief,2
n1k05pyx75k,Penn. & Mich. still in Play for Trump says Rudy Giuliani Part 2,2
GoHIS-3Wubc,"Trump Remains Sore Loser, No Evidence of Election Fraud (President-Elect Joe Biden)",0
52_RTzc35Jk,Stop the Steal Rally New Hampshire State House,0
G1MWU9oZX4A,They say there is no evidence of voter fraud. check this out.,0
i2Q-4SY4sjM,#JoeBiden is the #DeepState #VoterFraud is no #ConspiracyTheory #MentalConditioning #Trump & #QAnon,0
JY9ZkNF4mqQ,"""glitch"" of vote for Biden caught on CNN  In Pennsylvania",1
iPcx0gFdf_M,Kate Perry Faces MAJOR BACKLASH For Loving Her Trump Supporting Family!,1
h-WZ9lqrAuo,"Biden Adviser Zeke Emanuel: let the elderly die, there is no life after 75.",0
VaqzkOs4-UU,The Life Of President-Elect Joe Biden: From Tragedy To Triumph | Real Stories,2
c7BYXVbl5Jc,'This is premature ... we have not finished counting votes': South Dakota governor | ABC News,2
-yy0wDv6jQ4,"Joshua keeps predicting interference in the 2020 election, but ultimately thinks Trump will prevail",0
GvP7-wSsSv0,"Lowell's Show:  ""Almost Time for President Trump to Declare Messianic Israelite Martial Law""",2
CkoVVEIsptQ,Trump advisor believes presidency is still in play: US Election | 9 News Australia,2
Jk56zHqT5Fs,"Dan Ball Interview W/ Representative For Arizona's 4th Congressional District, Paul Gosar",2
iTzNARVdvfs,Witness says ballots were carried in from the rear of the polling station basement at 4:30 A.M.,2
kXm5cMVH0gs,Republic News | Michigan voter fraud witness,0
LibJ59N59rg,"THE 2020 ELECTION: SHEEPLE,FRAUD,& BUCKDANCING",0
9-A_rZoh6Ms,No proof we had a fair election,2
YeL7Pcx_Fr8,"Michigan Crowd Chants ""We Love You"" To President Trump!",0
CO81JayyHgo,Texas Has Spoken! Republican War Hero Dan Crenshaw Blows Past Challenger in Election,2
RgWCMHHGyv4,Schumer's Pathetic Attempt To Make Republicans Give Up.,0
UUkp8OQBs5U,"Jon Voight, A true American Hero! (Original video from “The Hill”.)",2
4eXDgz4J--8,Victor Davis Hanson & Tucker Carlson On Election Integrity & Crimes Committed Involving Election,2
I0XrXEqUKYk,ELECTION FIASCO 2020: A Gift From Hell Below Us,2
wj3NG-T8fFg,GEORGIA AUDIT: Election Officials PREPARE for future despite Sec. of State QUARANTINING,2
uZjXEDcB3zM,"Software ""glitch"" from Dominion gave Biden more votes, used in 47 MI counties and multiple states",0
BnB5jhLfsBY,Come here for some hope about the election,2
j3pfhpw1mtk,"WATCH: Rudy Giuliani RAILS AGAINST Joe Biden, claims ""voter fraud"" in 2020 election",0
dV-P0dBaJrQ,No voter fraud here!,1
uWlEbRON2MI,"Gov  Kristi Noem explains voter fraud, computer glitches, & dead people voting    🤔 🙄 🤔 🙄",2
PTPgA1oV2uk,💥 THE BBC: HOW TO SPOT ELECTION RIGGING,0
LMwcnZjuB-Y,"Trump's ""Four Seasons"" Press Conference Disaster",0
sO5KsUM0o0Y,"Sidney Powell: ""We will not be intimidated. President Trump won by a landslide | We will prove it.",2
aUlndTZD300,Why the Pennsylvania Case Is the Strongest Pres. Trump Has | Hans von Spakovsky on Newsmax,0
uMUxLDSQb_E,Boris Johnson describes his phone call with Joe Biden,2
k1VYaQnfTRo,TOP STORY: $1 million reward for proof of voter fraud (Happy Veterans Day),0
8delqL3F7VM,Tucker Carlson Opening Monologue Nov 9 2020:  Voter Fraud,2
UlqdBlIV8JA,Breaking news today: Why the Voter-Fraud Canard?,2
lqR2U_mHtZY,Election Chaos Unfolding Exactly As P̶l̶a̶n̶n̶e̶d̶ Predicted & We've EVERY Reason To Question COVID,0
eBbkja8yI08,ELECTION FRAUD EXCLUSIVE - THE NUMBERS,0
T7S66ESsEMM,QSNATCH Virus allows hackers to alter election databases!!!,2
LFj3DydHrcU,Megyn Kelly calls out 'the unifier' Joe Biden,2
xfx1kLkZIiw,Princeton University Exposes Voter Fraud,2
hggabHmAdxY,Undercover Journalist in Full Burka Is Offered Huma Abedin's Ballot,2
Fz9rHjREmac,"Trump: The American People ""Know What's Happening;"" ""I've Never Seen Such Spirit""",2
-xuRAnrBnSo,Biden knew 'damn well' about spying on Trump campaign: Rep Nunes,2
etbYELZ-GZ8,David Horowitz on Newsmax Twice | Talks Election Fraud and Religious Freedom 11 27 20,2
5Qk95SVRdEo,Hacking Democracy - the beginning,2
GFUjtsxb3OI,Joe Biden listed as criminal suspect in Ukrainian court,0
xFgyKBYwGH8,PA vote counter filling in ballots! State sanctioned election fraud!,0
O30uYfK-xCI,Estamos a días de que se anulen las elecciones en EE UU  por fraude electoral,2
DgLxjp8ylCA,MUST WATCH: Venezuelan Dictator Nicolás Maduro Praises “Comrade Biden”,2
x1W9hSSb_GA,2016 US election: Trump claims election is rigged against him,2
AhrkjKmxIJ8,"The Left Wants Trump In Jail, Political Speech Criminalized",2
gxHTiOHZp5I,Don't believe everything you read about the election in Michigan!,2
Gv7Ue4ZzlEI,They Say Voter Fraud Doesn't Exist Only in 2016 Not 2020,2
bA0hKNcod24,Destroying Trump ballots.,2
p71_wcX0sLI,$1 Million Reward for Voter Fraud! Texas Lt. Gov. Dan Patrick,2
FE5Gmp5LQTE,REASONS TO VOTE FOR JOE BIDEN!,2
eX9_nG1RNyg,Donald Trump is the Real Threat | Left Wing Extremism Doesn't Exist.,0
T8Kul3Fk3Cg,"Frankly In Five (plus) : GO TEAM TRUMP! Be Thankful, Stay Awake & Aware! By No Means Quit!",2
_boZzxCVCbQ,Hasanabi Reacts to Voter Fraud Whistleblower,0
2r18v6FdiuU,Federal appeals court dismisses Trump campaign lawsuit over PA voting procedures,0
sGWVj3EuG_Y,Voter Fraud would explain so much.,0
7uKwoojS9XU,Tucker: Democrats ignore the people they claim to represent,2
T3rVUarTWzo,George Papadopoulos: Talks POTUS Pardons and Election Fraud On Newsmax,2
3YJQPckP5_w,"72 percent of Detroit's absentee ballot counts were incorrect, County Board of Canvassers said",2
QnAu4Yyg4SA,"Software That FLIPPED Michigan For Democrats WAS USED IN 30 STATES, Ballots MUST Be Counted By Hand",0
bmrwNofvlg8,"Arizona State Legislature to Hold Vote Fraud HEARING on Election Integrity, Monday Nov 30!",2
6o1lOTgguec,Dominion Software Worker Blows the Whistle on the Michigan Election Fraud and Voter Fraud; Lou Dobbs,2
B8vzks0bOgk,"Whistleblower Lies About Voter Fraud, Trump Divides GOP Into Chaos (Pompeo, Graham, Election News)",0
02tfinpv8Q8,"New Forecast Predicts Trump Reelection VICTORY In ""Republican Surge,"" Media FRANTIC To Explain Away",2
a2y0BzZ9nlQ,No Evidence of Election Fraud? | Part 1 | Rudy Giuliani vs the media,2
GV46G8zf4KU,Cruz on Fox: ‘The Media Doesn't Decide Elections’,2
rapZnUMQmkc,SUPREME COURT TIME: President Trump's Legal Team Say's IT'S TIME FOR SCOTUS BATTLE,2
EFXgPmwXpjQ,Trump VS CNN,0
ralAd812SKc,Facebook/Instagram censoring proof of voter fraud,0
Bxv9BDzfetE,Trump’s Team Keeps Claiming Voter Fraud Despite No Evidence,0
keu7WOrImbY,DEMOCRAT REVEALS VOTER FRAUD IN PENNSYLVANIA (VIDEO DELETED ON TWITTER) #STOPTHESTEAL,0
4Py25LPuv-c,Schumer: Intelligence Community May ‘Get Back At’ Trump For Tweets,2
kJ56-GrJQgM,CNN Reporting Confirms Election Fraud Allegations,0
Df6RMdO8FCk,Attorney Lin Wood on the Chris Salcedo Show Newsmax 11/25/20 Election Fraud Update,2
TcGPXkHU2Zk,"Alyssa Milano WRECKED By Trump Supporters Over ""UNITY"" Tweet (Woke Hollywood)",0
WiG2iW0d1Fw,Barnes and Baris Post-Election Special: What Are the Odds?,2
4ZT3DQ2BsSQ,Voter fraud,0
WstYMmsdFqo,Donald Trump - “If”,0
348g3jXtpac,EXPOSED Vote by Mail facilitates Election Fraud in Oregon,2
O6X3qnDt2Oo,PA Ballot Fraud Or Right-Wing Hit Job?,0
-eEQBe5kjGo,Man got caught throwing away votes! This is voter fraud!,0
_YdryM7rK5A,BREAKING: Nevada USPS Carrier Caught On Tape Pledging Voter Fraud To Remove Donald Trump From Office,0
g0qBOdDwew4,Corrupt RINOs Limply Pressure Trump to Concede to Beijing Biden | Revved Up,0
hnj58FraKNs,Bobby Piton testifies at the Arizona election fraud hearing,1
U28NNnto_ME,"Trump EXPLODES On Reporter: ""Don't Ever Talk to the President That Way""",0
CeC0y2vmnCA,"Trump win,s election on account of voter fraud usb and no PW for computers",0
vjm2u_RCh4M,"Twitter BANS ""Kraken"" Lawsuit That Demands Trump Be Declared Winner, Trump Says Its FAR From Over",0
0PzuWQw-Uh0,OAN: Data group exposes wide spread Mail In Ballot Fraud,0
1VBK2BU0K6k,"Using Benford’s Law to Analyze Biden-Trump Election Fraud (ALLEGHENY COUNTY, PA)",1
--kHo-pqsxo,USPS whistleblower denies report he recanted voter fraud claims   New York Post,0
fJ1rTV7Dpow,"""Are you voting for Joe Biden?""",2
TqeikAUx_tY,TRUMP'S TEAM REVEAL NEW EVIDENCE - Rudi Giuliani - Sidney Powell - Jenna Ellis,2
xVJy71yT4A8,My Final Election Prediction!,2
2wMLXJZB8MI,11/8/2020 Live Stream： Mayor Giuliani Will Take More Actions; Other Country Leaders Gratulate Biden?,0
14ZnD4QwKzE,Part 1 Waking up/Propaganda/Election Fraud/Masks,0
sR2Pesrcvec,The BOMBSHELL!! Ukraine investigetors open books on Burisma and Bidens!!!,2
e4ffWvbMbW0,Jim Jordan Breaks Down The Lefts Hypocrisy Over Election Fraud,2
Aeq1aCO7lG0,Creppy Uncle Joe,2
5LMTs1IUxSg,Forensic Computer Scientist Describes Fraud In Philadelphia,2
MvdDDihD4zg,How to spot a cheat with the naked eye.,0
-9yM8d3koX8,Doug Mastriano - PA Senate Public Hearing on Election Issues 25 November 2020,2
_0hURUFtEGg,TECNTV.com / Saving the Republic: Sidney Powell and Dominion Whistleblower & Fraud Elections,2
ezoaqmE8RL0,Eric Eggers: 'FRAUD: How the Left Plans to Steal the Next Election',2
A_Qmq5D0V7E,Livestream Discussion - What's Happening with the Elections Part 2,0
v1Th2x_suqU,Fr. Altman: The blood of babies is 'on the hands' of bishops if Biden wins in 2020,2
sZmlY47eEJo,"Playing NOW at the Trump rally in Fayetteville, #NorthCarolina!",2
t8jJmhEOeWY,EXPOSING THE LIE REGARDING USA ELECTIONS 2020 (BY AN AMERICAN-ISRAELI),0
1j3wz-U2dP4,Harris County Voter Fraud,0
vInOYS-0caU,BREAKING: MI election worker was instructed to falsify THOUSANDS of absentee ballots in Detroit.,2
By7yNZsa8x0,2nd PA USPS whistleblower: Postmaster ordered late ballots picked up; thinks they will be BACKDATED,2
rt230VCUwoc,"450,000 votes for biden with no down vote!",0
pR5q0ajW8Ko,"Downfall - Hitler's Outrage (Original Subtitles, Extended Length)",0
gjGFObWyykI,Watch before Removed 2020 Pennsylvania Voter Fraud Caught on Camera,0
c3MAz7Pvp_o,"Pres. Donald Trump Talks With Eric About ""The Greatest Scam In The History Of Our Country.""",2
BwY-iYhDw18,Shadow Gate 2.0 Documentary Premiere  | 2020 Full Watch Party | Exposing US Two Party Corruption,2
baKuVwFpW1Q,Undercover Investigative Journalism at its Finest. Election Fraud with forged Ballots from China.,2
kredIf-1lHU,US-Wahl 2020: Bidens massiver Betrug wird aufgedeckt,2
VylRSfPrcdY,Catholic — Post-Election Special: Heading to the Courts,2
q2DVDD5kg5M,"The Election Was Rigged, but Not by Democrats",0
7ynYN_AcjnE,Reaction of an senator to witness Pennsylvania voter fraud_House of representative hearing,2
l1r8krkpvEg,Possible Dominion Fraud (Read Description for More),2
5IuJGHuIkzY,Rigging the Election - Video I: Clinton Campaign and DNC Incite Violence at Trump Rallies,0
yEwtoaHfEE4,Tucker: What does Joe Biden believe? We still don't know.,2
WxaCSHRRPjA,How Can An Election Votes Be Certify With Seeing Voter Fraud Evidence,0
2fUgix6q8B0,Ethernet Port on Voting Machine Makes it Possible for Machine to be Hacked,2
SwbyvTlOCVo,"Black millennials explain they're not voting for Biden, crime bill, and one is voting for Trump",0
0DTVrwN8EWU,If The 2020 Election Were Held In A Third World Country Would America View It As Legitimate,0
PjJExXaPWIk,Twitter suspends Arizona voter fraud witness Bobby Piton after scathing testimony,0
PzblWpbNa9o,Kentucky Election Board Caught LYING TO VOTERS About Requirements to Enter Polls,0
_yqqpVtjss0,VERIFY: Election Fraud,2
tjRkA-GC6c0,Dominion CHIEF VOTE THIEF Dr Eric Coomer Explains How They Do It,2
eER3oha8q2U,"Computer Programmer testifies ""US ELECTIONS RIGGED"".",2
